Code,Gender,Gender_Coded,Age,User_Language,Belonging1,Belonging2,Belonging3,Belonging4,Belonging5,Belonging6,Belonging7,Belonging8,Belonging9,Belonging10,Belonging11,Belonging12,Belonging13,Belonging14,Belonging15,Belonging16,Belonging17,Belonging18,Belonging19,Belonging20,TotalBelonging,AverageBelonging
UZ513D,Male,1,19,"Telugu, English",4,4,4,5,2,2,4,2,2,4,5,5,5,5,4,4,1,5,4,5,76,3.8
UZ513E,Male,1,24,English,4,4,3,5,2,4,5,4,4,5,2,5,5,4,5,3,3,2,4,5,78,3.9
UZ513F,Male,1,50,Kannada,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,5,95,4.75
UZ513G,Male,1,24,English,2,4,3,3,1,4,5,4,4,4,2,3,3,2,5,3,2,2,2,1,59,2.95
UZ513H,Male,1,24,English,2,2,4,3,5,4,4,1,1,3,4,1,5,4,2,1,1,3,1,4,55,2.75
UZ513J,Male,1,24,English,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,94,4.7
UZ513K,Male,1,23,English,4,5,4,5,4,5,4,3,5,5,4,4,5,5,5,4,4,5,5,5,90,4.5
UZ513L,Male,1,24,English,4,5,3,4,4,4,4,2,4,5,3,4,5,4,5,2,3,4,3,2,74,3.7
UZ513M,Male,1,23,Kannada,4,5,2,5,4,5,2,1,4,5,2,4,4,5,5,4,1,5,4,5,76,3.8
UZ513N,Male,1,23,English,4,4,4,4,3,3,3,3,3,3,3,4,4,5,4,4,2,2,4,5,71,3.55
UZ513O,Male,1,24,English,4,4,2,4,4,3,4,3,4,5,2,4,4,5,4,4,1,3,4,5,73,3.65
UZ51OD,Female,2,53,English,5,5,4,4,5,5,4,4,4,5,4,4,5,5,5,5,5,4,4,5,91,4.55
UZ52B,Female,2,23,English,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,1,5,5,5,94,4.7
UZ52C,Male,1,21,English,4,4,3,4,4,4,4,4,4,4,5,4,5,5,5,4,3,3,4,4,81,4.05
UZ52I,Male,1,31,English,4,3,4,3,3,3,2,4,4,4,3,3,5,4,4,5,3,3,3,3,70,3.5
UZ52J,Female,2,24,English,4,4,4,2,2,2,2,4,4,2,2,2,4,4,4,2,4,4,4,4,64,3.2
UZ54A,Female,2,34,English,4,3,3,2,4,3,4,3,3,4,3,4,4,3,4,4,3,4,2,3,67,3.35
UZ54A,Female,2,42,English,5,4,4,4,3,5,4,5,5,4,4,4,5,4,4,5,5,5,5,5,89,4.45
UZ54B,Female,2,32,English,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,3,3,4,5,92,4.6
UZ54B,Female,2,76,English,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,96,4.8
UZ54C,Male,1,35,English,4,2,4,4,4,3,2,4,4,4,4,4,4,3,4,3,3,4,3,2,69,3.45
UZ54D,Male,1,39,English,4,5,5,3,4,5,3,5,4,5,1,5,5,3,4,3,3,5,4,4,80,4
UZ54D,Male,1,46,English,5,5,4,3,4,4,4,2,5,2,2,3,3,2,3,4,5,1,2,5,68,3.4
UZ54E,Male,1,22,English,2,4,1,4,2,2,4,4,4,4,5,4,5,3,2,2,3,3,3,5,66,3.3
UZ54E,Female,2,43,english,5,4,5,5,4,4,5,5,5,5,5,5,4,4,4,5,4,4,5,5,92,4.6
UZ54F,Male,1,40,English,4,4,3,3,4,4,4,4,4,4,4,3,5,5,5,3,5,4,4,4,80,4
UZ54F,Female,2,44,English,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,96,4.8
UZ54G,Female,2,35,English,4,5,5,5,4,4,2,5,4,4,4,4,3,5,5,4,4,4,4,5,84,4.2
Uz54g,Female,2,47,English,4,4,3,4,3,4,4,2,4,3,3,4,4,4,5,4,4,4,4,3,74,3.7
UZ54H,Female,2,27,English,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,98,4.9
UZ54J,Female,2,36,English,2,2,2,2,2,2,2,2,2,4,2,2,4,2,4,2,1,2,2,4,47,2.35
UZ54J,Female,2,37,English,3,4,3,3,3,3,4,4,3,2,1,3,4,3,3,3,3,2,3,3,60,3
UZ57,Female,2,42,english,4,5,4,4,4,5,5,5,5,4,3,4,5,5,4,4,4,4,4,4,86,4.3
UZ57A,Female,2,31,English,3,5,1,2,2,3,1,3,3,3,1,2,4,5,5,2,1,4,4,4,58,2.9
UZ57A,Female,2,46,Italian,5,5,5,4,4,5,5,4,4,5,1,4,5,5,4,3,1,2,2,3,76,3.8
UZ57B,Female,2,48,"Telugu, kannada",3,4,5,3,1,5,4,5,4,4,3,3,3,4,3,3,4,4,3,3,71,3.55
UZ57B,Female,2,58,English,4,4,3,3,4,4,4,3,3,4,5,4,5,4,5,4,5,5,4,5,82,4.1
UZ57C,Female,2,37,English,3,3,4,4,1,2,4,3,1,3,3,4,4,2,5,4,1,3,3,3,60,3
Uz57d,Female,2,51,English,5,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,2,4,4,5,85,4.25
UZ57E,Female,2,45,English,5,5,5,5,5,5,5,4,4,4,4,3,4,4,5,4,3,3,4,4,85,4.25
UZ57E,Female,2,53,English,4,4,4,2,2,4,2,3,5,4,3,2,2,4,4,3,2,3,2,2,61,3.05
UZ57G,Female,2,52,English,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,99,4.95
UZ57H,Female,2,55,English,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,95,4.75
UZ57J,Female,2,44,English,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,86,4.3
UZ57K,Female,2,35,English,3,2,2,4,4,3,3,4,5,4,3,4,4,5,5,4,1,4,4,5,73,3.65
UZ57K,Male,1,35,English,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,4,3,3,71,3.55
UZ57K,Female,2,44,English,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,4
UZ57L,Female,2,35,English,3,4,4,5,4,4,4,4,3,4,2,4,4,5,5,5,3,5,4,5,81,4.05
UZ57M,Female,2,43,English,5,4,3,4,4,4,3,3,3,3,4,4,4,5,5,3,3,5,3,3,75,3.75
UZ57N,Female,2,61,English,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,93,4.65
UZ57O,Female,2,45,English,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,97,4.85
UZ57S,Female,2,43,Italian,5,5,4,4,5,4,5,5,5,4,3,5,5,5,3,4,1,2,3,5,82,4.1
UZ58A,Female,2,66,English,4,4,4,4,4,4,4,4,3,3,3,3,4,5,5,3,2,4,4,4,75,3.75
UZ58B,Male,1,41,English,5,5,5,5,4,5,5,4,5,4,3,3,5,5,4,3,2,4,3,4,83,4.15
UZ58C,Female,2,45,English,4,3,3,4,4,4,4,2,3,4,2,4,4,4,5,4,1,3,4,4,70,3.5
UZ58D,Female,2,35,English,4,4,3,4,4,4,4,5,5,4,2,4,5,4,4,4,3,4,4,4,79,3.95
Uz58h,Male,1,36,English,2,3,2,3,4,2,4,4,2,2,4,2,2,3,1,2,1,2,2,4,51,2.55
UZ58I,Male,1,43,English,4,4,4,4,4,4,5,3,4,5,2,4,5,5,4,3,1,4,4,3,76,3.8
UZ58J,Female,2,34,English,4,4,4,4,4,3,3,4,4,3,2,4,4,5,4,4,4,5,4,4,77,3.85
UZ59A,Female,2,22,English and Tamil,4,4,5,5,4,4,4,4,5,5,3,4,4,5,5,5,5,5,5,5,90,4.5
UZ59A,Female,2,33,Polish,5,5,4,5,5,3,3,3,4,4,2,4,4,3,4,4,1,2,3,2,70,3.5
UZ59B,Female,2,21,English,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,94,4.7
UZ59B,Male,1,42,English,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,80,4
UZ59C,Female,2,21,English,5,5,5,5,4,4,4,4,5,5,3,5,5,5,5,5,4,4,4,5,91,4.55
UZ59C,Male,1,47,English,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,3,4,5,4,92,4.6
UZ59D,Female,2,25,Tamil/English,5,4,3,4,3,4,4,2,5,5,1,4,5,5,5,3,1,4,4,5,76,3.8
UZ59E,Male,1,24,English,5,4,2,4,5,5,5,5,5,3,5,4,5,4,5,5,4,5,5,5,90,4.5
UZ59F,Male,1,26,Malayalam,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,94,4.7
UZ59G,Male,1,22,English,5,5,4,4,4,4,5,5,5,5,4,4,5,5,5,4,4,4,5,4,90,4.5
UZ59G,Female,2,41,polish,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,3,70,3.5
UZ59I,Male,1,33,ENGLISH,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,4,5,5,5,95,4.75
UZ610A,Female,2,35,English,4,5,3,5,4,2,4,5,2,3,1,5,5,4,5,2,1,3,1,3,67,3.35
UZ610C,Female,2,47,English,4,5,5,5,4,5,5,5,4,5,4,5,4,5,5,5,1,4,3,5,88,4.4
UZ610F,Male,1,46,English,3,3,1,1,1,3,1,3,1,3,1,1,5,1,1,3,1,1,1,2,37,1.85
UZ610I,Male,1,50,English,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,3
UZ610k,Male,1,43,English,4,4,2,3,1,3,1,4,2,4,5,3,5,3,2,4,4,1,5,5,65,3.25
UZ611A,Male,1,30,English,4,2,2,1,4,3,4,3,4,2,4,2,4,2,4,2,1,1,3,5,57,2.85
UZ611A,Female,2,34,English,4,3,5,3,2,4,3,4,4,3,3,3,4,3,4,4,5,4,3,5,73,3.65
UZ611B,Female,2,57,English,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,2,4,4,77,3.85
UZ611B,Female,2,67,English,4,3,4,5,3,4,3,4,2,2,5,4,4,4,4,3,4,3,4,4,73,3.65
UZ611C,Male,1,35,English,4,4,3,4,3,4,4,4,3,3,1,4,4,4,4,3,1,1,3,3,64,3.2
UZ611C,Male,1,63,English,5,5,5,4,4,5,5,4,5,4,4,4,4,3,4,4,3,4,4,3,83,4.15
UZ611D,Female,2,35,English,3,3,1,1,1,3,2,2,3,2,2,1,4,4,5,2,1,2,2,5,49,2.45
UZ611D,Male,1,46,English,3,3,1,1,1,1,1,3,3,3,4,1,2,3,3,3,3,3,3,3,48,2.4
UZ611F,Female,2,37,English,4,5,4,4,4,4,3,3,4,5,2,4,5,5,5,3,2,2,4,5,77,3.85
Uz611f,Female,2,37,English,3,4,1,3,2,2,4,5,4,3,4,4,4,4,5,3,2,4,2,4,67,3.35
UZ611F,Male,1,38,English,4,4,3,4,3,4,5,2,5,4,5,4,5,4,4,4,1,2,4,4,75,3.75
UZ611G,Female,2,20,English,4,3,5,1,1,4,4,2,4,1,4,1,5,2,5,5,4,3,4,5,67,3.35
UZ611H,Male,1,19,English,4,2,4,3,3,4,2,2,4,2,4,2,5,4,3,4,2,3,4,5,66,3.3
UZ6121,Male,1,87,English,5,5,5,4,5,5,4,5,5,4,2,5,5,4,5,5,4,4,5,5,91,4.55
UZ612A,Female,2,21,English,4,4,4,2,2,4,4,4,3,2,4,4,4,4,5,5,4,2,4,4,73,3.65
UZ612A,Female,2,82,English,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,96,4.8
UZ612B,Male,1,26,English,5,4,3,4,4,3,4,4,5,5,5,3,5,4,5,4,3,4,4,5,83,4.15
UZ612C,Male,1,25,English,5,5,2,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,93,4.65
UZ612E,Female,2,22,English,3,3,3,3,3,3,3,3,4,4,1,4,4,4,5,3,1,3,3,5,65,3.25
UZ612F,Female,2,22,English,4,4,5,3,4,5,4,5,3,3,4,4,5,4,5,5,4,3,4,5,83,4.15
UZ612F,Female,2,37,English,2,4,2,4,3,2,4,2,2,4,4,4,4,4,4,4,1,1,2,2,59,2.95
UZ612H,Female,2,87,English,4,3,3,4,5,4,3,4,5,3,3,3,4,4,3,4,4,4,4,4,75,3.75
UZ6131,Female,2,71,English,4,4,1,4,3,1,2,2,4,3,3,3,4,3,2,3,3,4,2,4,59,2.95
UZ6138,Male,1,40,English,5,5,5,5,3,4,3,4,4,5,4,4,4,5,4,4,3,3,4,4,82,4.1
UZ613A,Female,2,35,Urdu,4,4,3,4,4,4,4,5,4,5,4,4,4,5,5,4,1,3,4,4,79,3.95
UZ613B,Female,2,39,Urdu,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,97,4.85
UZ613B,Male,1,65,English,4,4,4,4,2,4,4,4,2,4,3,4,3,3,3,3,3,4,4,3,69,3.45
UZ613C,Male,1,58,English,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,4,3,4,5,5,92,4.6
UZ613C,Male,1,62,English,4,4,4,3,3,4,4,4,4,3,1,2,4,4,1,1,2,1,2,1,56,2.8
UZ613D,Female,2,33,Urdu,4,4,2,4,2,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,74,3.7
UZ613D,Female,2,62,English,4,3,4,2,2,3,4,5,4,4,5,4,5,5,4,5,1,2,1,2,69,3.45
UZ613E,Female,2,32,Urdu,5,5,5,4,5,5,4,5,5,5,4,4,5,5,5,5,3,4,5,4,92,4.6
UZ613E,Male,1,40,English and Spanish,3,3,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,4,4,70,3.5
UZ613F,Male,1,24,Urdu,2,4,5,4,4,2,4,5,3,5,5,5,4,3,5,4,2,5,5,5,81,4.05
UZ613F,Female,2,41,English,5,5,5,5,5,5,4,4,4,5,4,5,4,5,4,4,2,4,4,4,87,4.35
UZ613G,Male,1,22,Urdu,4,2,3,3,1,2,2,2,3,3,2,2,2,2,3,2,2,2,3,3,48,2.4
UZ613G,Male,1,24,English,5,5,5,4,5,5,4,5,4,4,5,5,5,5,5,5,3,4,4,5,92,4.6
UZ613G,Female,2,49,Korean,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,41,2.05
UZ613H,Male,1,26,English,4,4,5,4,5,5,3,4,5,5,3,3,2,4,2,4,4,5,4,5,80,4
UZ613H,Male,1,30,English,5,3,4,3,4,4,3,3,4,4,4,5,5,3,5,3,4,5,5,5,81,4.05
UZ613J,Male,1,35,English,4,4,2,1,1,2,2,2,2,2,1,2,3,3,1,1,1,3,2,1,40,2
UZ613J,Female,2,36,Urdu,3,4,5,5,3,3,4,4,4,4,5,4,4,4,4,5,5,4,4,5,83,4.15
UZ613K,Female,2,49,English,5,4,5,5,4,5,3,4,4,5,2,5,4,4,5,5,1,2,5,5,82,4.1
UZ613L,Male,1,56,English,4,4,2,2,1,2,2,2,4,2,1,2,2,2,1,2,3,1,1,2,42,2.1
UZ613N,Male,1,29,English,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,2,4,4,5,87,4.35
UZ613O,Male,1,26,English,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,3,2,4,4,4,88,4.4
UZ613P,Female,2,25,English,5,4,4,4,2,5,3,3,4,4,4,4,5,5,5,5,3,4,5,5,83,4.15
UZ613R,Male,1,28,English,4,4,5,4,4,4,3,4,4,5,3,4,3,4,4,5,2,4,4,5,79,3.95
UZ613Z,Female,2,28,Urdu,5,4,5,3,3,5,4,4,5,4,4,4,5,4,5,5,5,5,5,3,87,4.35
UZ615B,Female,2,21,English,5,5,5,4,4,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,93,4.65
UZ615B,Male,1,32,English,4,4,4,5,4,4,4,4,5,5,2,4,4,5,5,4,1,3,4,5,80,4
UZ615B,Male,1,34,English,4,2,2,1,1,3,1,2,4,1,2,2,2,1,4,5,5,1,2,5,50,2.5
UZ615B,Female,2,35,English,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,1,4,5,5,93,4.65
UZ615B,Male,1,39,English,4,4,4,4,4,4,3,4,4,5,5,4,4,4,5,4,5,2,4,5,82,4.1
UZ615B,Female,2,42,English,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,2,5,4,5,94,4.7
UZ615B,Female,2,44,English,5,5,4,4,4,5,5,4,4,5,4,4,4,5,5,5,3,3,3,3,84,4.2
UZ615B,Male,1,44,English,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,3,4,4,78,3.9
UZ615B,Female,2,46,English,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,1,4,4,5,81,4.05
UZ615B,Female,2,47,English,5,5,5,4,4,5,4,5,5,5,4,4,5,4,5,4,4,4,5,5,91,4.55
UZ615B,Female,2,48,English,5,4,5,4,4,4,4,5,5,4,3,4,4,3,4,5,4,5,5,4,85,4.25
UZ615B,Female,2,60,English,4,4,5,5,4,5,4,4,4,4,3,4,4,4,5,5,5,4,5,5,87,4.35
UZ615B,Male,1,61,English,4,4,4,4,4,5,5,4,4,5,5,4,5,4,5,3,3,3,4,5,84,4.2
UZ615B,Male,1,67,English,4,5,4,2,3,4,3,5,4,3,4,4,4,4,4,4,3,2,4,5,75,3.75
UZ615B,Female,2,72,English,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,96,4.8
UZ61A,Female,2,29,English,4,4,4,5,4,4,4,5,4,5,4,4,4,5,5,4,4,4,4,4,85,4.25
UZ61A,Non Binary,3,30,English,5,4,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,2,5,5,92,4.6
UZ61A,Female,2,48,English and Marathi,4,4,4,5,3,4,3,4,4,5,4,4,5,4,4,4,3,4,4,4,80,4
UZ61B,Female,2,56,English,5,5,5,5,4,5,4,5,5,5,2,5,5,5,5,4,2,4,5,5,90,4.5
UZ61B,Male,1,76,Marathi,5,5,5,4,4,5,4,5,5,5,3,5,5,5,5,5,4,4,5,5,93,4.65
UZ61C,Male,1,29,English,4,4,4,5,5,5,5,4,4,5,2,4,5,5,5,3,1,4,4,5,83,4.15
UZ61C,Male,1,79,Marathi,5,4,2,5,1,1,1,3,3,5,1,4,5,4,2,5,1,1,3,4,60,3
UZ61D,Male,1,52,Marathi,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,5,2,4,4,5,83,4.15
UZ61G,Male,1,21,Marathi,4,4,5,4,5,4,3,4,5,5,4,5,5,5,4,4,1,2,2,5,80,4
UZ61I,Male,1,44,English and Marathi,4,4,2,2,4,4,4,2,2,2,4,4,4,2,4,2,2,2,2,4,60,3
UZ61L,Female,2,71,Marathi,5,4,5,4,5,2,4,5,5,5,2,5,5,5,4,4,4,2,5,5,85,4.25
Uz62,Female,2,67,English,4,4,3,1,3,3,4,3,3,3,4,4,3,3,4,3,4,4,3,4,67,3.35
UZ62A,Female,2,26,Nepali,4,4,4,4,4,4,4,2,4,4,3,4,4,5,4,4,4,3,4,4,77,3.85
UZ62A,Female,2,32,English,2,1,1,1,2,1,2,2,4,2,4,2,4,1,4,2,4,4,2,2,47,2.35
UZ62A,Female,2,46,English,2,2,2,1,1,1,4,4,3,3,1,2,4,2,4,4,5,3,2,4,54,2.7
UZ62A,Female,2,53,English,3,3,1,1,1,2,1,3,3,3,1,1,2,2,3,2,1,1,2,4,40,2
UZ62B,Female,2,42,English,5,5,5,4,4,4,4,5,5,5,5,4,5,4,4,4,4,5,4,5,90,4.5
Uz62b,Male,1,70,English,4,3,5,2,1,3,5,1,4,1,1,1,2,2,4,1,4,1,4,5,54,2.7
UZ62C,Female,2,37,Urdu and English,4,4,4,3,3,4,4,4,4,3,3,4,4,4,3,4,3,2,4,4,72,3.6
UZ62C,Female,2,38,Greek,4,5,5,5,4,4,3,4,4,5,4,4,5,5,4,4,2,2,2,3,78,3.9
UZ62D,Female,2,27,English,3,4,2,4,4,4,4,5,4,4,1,3,5,3,5,4,1,5,5,5,75,3.75
UZ62D,Male,1,31,English,4,4,1,1,2,3,2,4,3,3,3,2,2,2,2,2,2,2,2,2,48,2.4
UZ62D,Female,2,40,Hungarian and English,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,3,4,5,93,4.65
UZ62D,Female,2,45,Hungarian,4,4,2,4,3,3,4,3,2,3,2,2,4,4,4,2,2,4,3,4,63,3.15
UZ62D,Female,2,76,English,3,4,3,4,4,3,3,3,4,4,3,4,5,5,5,5,2,3,3,4,74,3.7
UZ62E,Male,1,23,English,4,4,4,4,3,4,4,3,3,4,5,3,5,4,3,3,2,1,3,4,70,3.5
UZ62E,Female,2,57,English,5,4,4,5,5,5,4,4,4,5,2,4,5,4,4,4,2,5,5,4,84,4.2
UZ62E,Male,1,78,English,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,65,3.25
UZ62F,Male,1,24,English,3,4,3,3,4,2,4,4,3,4,1,4,5,5,3,3,1,2,2,2,62,3.1
UZ62F,Male,1,32,English,3,3,4,3,4,3,3,3,3,3,2,3,4,4,4,3,2,3,3,3,63,3.15
UZ62G,Female,2,35,English,3,5,3,5,5,4,4,3,4,3,2,4,4,4,4,4,3,4,5,5,78,3.9
UZ62G,Female,2,44,Hungarian,4,4,1,4,5,5,5,2,4,5,1,4,3,5,5,5,2,5,4,5,78,3.9
UZ62G,Male,1,60,English,2,2,1,1,1,2,1,2,3,3,1,3,2,2,2,2,1,1,2,2,36,1.8
UZ62H,female,2,28,English urdu,4,5,5,5,4,4,4,5,4,5,4,4,5,5,5,5,3,2,5,5,88,4.4
UZ62I,Female,2,53,Hungarian,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,2,4,5,5,93,4.65
UZ62J,Female,2,32,English,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,4,5,5,94,4.7
UZ62J,Female,2,35,Hungarian,4,5,4,2,4,3,2,1,5,5,1,4,5,4,4,2,2,4,2,5,68,3.4
UZ62J,Female,2,38,Hungarian,5,4,5,4,4,4,5,4,5,5,4,4,5,4,3,4,4,4,5,4,86,4.3
UZ631,Male,1,38,Kikuyu,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,3,2,3,2,48,2.4
UZ63A,Male,1,18,English,4,5,5,5,4,5,5,5,4,5,4,4,4,5,4,4,1,2,4,4,83,4.15
uz63a,Male,1,20,english,2,4,4,5,3,4,5,5,2,4,5,4,5,5,5,5,1,2,4,4,78,3.9
UZ63A,Male,1,20,English,4,5,4,4,3,4,2,5,5,5,1,4,4,4,3,4,5,1,4,5,76,3.8
UZ63A,Female,2,30,English,4,5,5,4,5,5,5,4,4,5,5,5,5,5,5,4,2,5,4,5,91,4.55
UZ63A,Male,1,30,English,5,5,5,5,4,5,5,5,5,4,3,4,5,5,5,5,4,3,5,4,91,4.55
UZ63A,Female,2,33,English,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,3,5,5,95,4.75
UZ63A,Female,2,35,english,5,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,65,3.25
UZ63A,Male,1,35,English,5,4,4,5,5,5,5,3,5,5,4,4,4,4,5,5,4,4,5,5,90,4.5
UZ63A,Female,2,38,English,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,5,5,95,4.75
UZ63A,male,1,39,English,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,74,3.7
UZ63A,Female,2,51,English,5,4,5,4,4,4,4,4,4,4,3,4,5,4,3,4,1,4,4,5,79,3.95
UZ63A,Male,1,52,English,5,4,4,4,5,5,4,4,4,5,3,5,4,5,4,4,1,3,4,5,82,4.1
UZ63A,Female,2,57,English,4,4,4,4,3,4,4,4,3,4,3,4,4,4,5,4,5,4,4,5,80,4
Uz63b,Female,2,36,English and Nepalese,5,4,5,1,2,2,1,3,3,3,1,5,4,2,3,5,1,1,1,2,54,2.7
UZ63B,Female,2,36,English,4,4,4,4,3,5,4,4,5,4,4,3,5,4,5,4,3,5,4,5,83,4.15
UZ63B,Male,1,36,English and Korean,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,96,4.8
UZ63B,Male,1,38,English,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4,5,5,95,4.75
UZ63C,Female,2,37,English,3,5,3,5,4,4,4,4,3,4,1,3,3,3,3,3,2,3,3,3,66,3.3
UZ63C,Female,2,43,English and kiswahili,3,3,2,1,1,1,2,4,2,1,2,2,2,3,4,1,2,2,1,3,42,2.1
UZ63D,Male,1,27,English,2,4,5,4,5,4,4,5,4,5,4,5,4,5,5,5,2,2,3,5,82,4.1
UZ63D,Male,1,29,"English, Korean",1,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,78,3.9
UZ63D,Female,2,39,English,4,1,4,2,1,1,2,1,2,2,4,2,3,3,5,1,1,2,1,3,45,2.25
UZ63D,Female,2,46,English,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,94,4.7
UZ63D,Female,2,51,English,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,97,4.85
UZ63E,Male,1,28,English,5,5,5,5,4,5,4,4,5,5,4,5,5,5,5,4,3,5,5,5,93,4.65
UZ63E,Female,2,32,English,4,4,3,5,5,4,4,3,5,5,1,4,5,4,5,3,2,4,4,5,79,3.95
UZ63F,Female,2,25,English,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,95,4.75
UZ63F,Female,2,28,English,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,2,4,5,5,94,4.7
UZ63F,Male,1,48,English,4,4,5,4,3,4,4,5,4,4,2,4,4,5,4,3,3,4,3,5,78,3.9
UZ63G,Female,2,22,English,5,4,5,5,5,5,5,4,4,5,2,5,5,4,4,4,2,4,5,5,87,4.35
UZ63G,Female,2,26,English,5,5,4,2,3,4,3,4,2,4,1,1,2,2,3,2,3,2,4,5,61,3.05
UZ63G,Male,1,41,English,5,5,4,4,5,5,4,3,4,4,5,4,4,5,5,4,4,3,4,5,86,4.3
UZ63H,Female,2,30,English,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,5
UZ63H,Female,2,44,English,4,4,2,4,4,4,4,3,3,3,1,3,3,4,4,3,2,3,3,4,65,3.25
UZ63I,Female,2,23,English,4,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,4,5,5,4,93,4.65
UZ63I,Female,2,75,English,5,4,3,3,4,3,4,3,4,4,2,3,3,3,4,3,3,3,3,4,68,3.4
UZ63J,Male,1,36,Swahili,1,4,3,5,3,3,4,5,1,4,5,3,4,3,3,3,3,1,3,4,65,3.25
UZ63J,Male,1,75,English,4,4,3,1,1,3,4,3,4,3,4,3,4,4,4,3,3,3,4,4,66,3.3
UZ63J,Male,1,75,English,3,3,3,2,1,2,2,2,3,1,1,2,1,2,2,2,1,1,1,2,37,1.85
UZ63K,Female,2,23,Greek,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,98,4.9
Uz63L,Female,2,33,Kiswahili,3,4,3,4,3,3,4,3,3,3,4,3,3,4,4,4,2,3,3,3,66,3.3
UZ63L,Female,2,52,English,5,5,5,5,4,4,4,4,5,5,4,4,4,4,5,5,4,5,5,5,91,4.55
UZ64A,Female,2,41,English,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,4
UZ64A,Male,1,60,English,2,2,2,1,2,2,2,4,4,1,3,3,3,3,3,1,2,4,2,4,50,2.5
UZ64B,Male,1,44,eNGLISH,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,5
